Label,SMS Text
Important,Im just wondering what your doing right now?
Important,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
Spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
Important,Arun can u transfr me d amt
Important,"Sorry, I'll call later"
Important,If you hear a loud scream in about 5; minutes its cause my Gyno will be shoving things up me that don't belong :/
Spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
Important,Ok i thk i got it. Then u wan me 2 come now or wat?
Spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
Important,U GOIN OUT 2NITE?
Important,I will treasure every moment we spend together...
Important,Shall I bring us a bottle of wine to keep us amused? Only joking! I444ll bring one anyway
Spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true44C C Ringtone44
Spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth 433:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
Spam,"URGENT! Last weekend's draw shows that you have won 41000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
Important,Ok lor.
Important,I thought slide is enough.
Important,Yup
Important,Well obviously not because all the people in my cool college life went home ;_;
Important,Ok lor 4_ reaching then message me.
Important,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
Important,Dhoni have luck to win some big title.so we will win4
Important,Yes princess! I want to please you every night. Your wish is my command...
Important,What Today-sunday..sunday is holiday..so no work..
Important,No probably  5; %.
Important,Really do hope the work doesnt get stressful. Have a gr8 day.
Important,Have you seen who's back at Holby?!
Important,Shall call now dear having food
Spam,URGENT We are trying to contact you Last weekends draw shows u have won a 41000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
Important,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
Important,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
Important,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong 4;4
Important,Ofcourse I also upload some songs
Spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
Important,K. I will sent it again
Important,Oh thanks a lot..i already bought 2 eggs ..
Important,K. I will sent it again
Important,U studying in sch or going home? Anyway i'll b going 2 sch later.
Spam,Marvel Mobile Play the official Ultimate Spider-man game (44.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
Important,I think if he rule tamilnadu..then its very tough for our people.
Important,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
Important,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
Important,Yes... I trust u to buy new stuff ASAP so I can try it out
Spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
Important,Why did I wake up on my own 4;4
Important,Now get step 2 outta the way. Congrats again.
Important,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
Spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
Important,Apo all other are mokka players only
Important,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
Important,Wait . I will msg after  5;  min.
Important,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
Important,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
Important,I want to be inside you every night...
Important,"Machan you go to gym tomorrow,  i wil come late goodnight."
Important,Lol they were mad at first but then they woke up and gave in.
Important,I went to project centre
Important,"It444s reassuring, in this crazy world."
Important,"Just making dinner, you ?"
Important,Yes. Please leave at  5; . So that at  5;  we can leave
Important,Oh... Okie lor...We go on sat... 
Important,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
Important,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
Important,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :4keep smiling.. Good nyt
Important,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
Important,Can you pls send me that company name. In saibaba colany
Important,No. I dont want to hear anything
Important,You are a big chic. Common. Declare
Important,Thats cool. I want to please you...
Important,Going to join tomorrow.
Spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p43.99
Important,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
Spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
Important,"Total disappointment, when I texted you was the craziest shit got 4"
Important,Its just the effect of irritation. Just ignore it
Important,What about this one then.
Important,I think that tantrum's finished so yeah I'll be by at some point
Important,Compliments to you. Was away from the system. How your side.
Important,happened here while you were adventuring
Important,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
Important,Ok which your another number
Important,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
Important,Aiyah ok wat as long as got improve can already wat...
Spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
Important,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
Important,Just sleeping..and surfing
Spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O 4250 3 WANT 4800
Important,Yeah it's jus rite...
Important,Armand says get your ass over to epsilon
Important,U still havent got urself a jacket ah?
Important,"I'm taking derek 4; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
Important,Hi its in durban are you still on this number
Important,Ic. There are a lotta childporn cars then.
Spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
Important,"No, I was trying it all weekend ;V"
Important,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
Important,"Cool, what time you think you can get here?"
Important,Wen did you get so spiritual and deep. That's great
Important,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
Important,Hahaha..use your brain dear
Important,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
Important,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
Important,Yes i have. So that's why u texted. Pshew...missing you so much
Important,No. I meant the calculation is the same. That  5; units at  5; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
Important,"Sorry, I'll call later"
Important,if you aren't here in the next  5;  hours imma flip my shit
Important,Anything lor. Juz both of us lor.
Important,Get me out of this dump heap. My mom decided to come to lowes. BORING.
Important,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
Important,Ard 6 like dat lor.
Important,Why don't you wait 'til at least wednesday to see if you get your .
Important,Huh y lei...
Spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
Spam,"This is the 2nd time we have tried 2 contact u. U have won the 4750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
Important,Will 4_ b going to esplanade fr home?
Important,"Pity, * was in mood for that. So...any other suggestions?"
Important,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
Important,Rofl. Its true to its name
Spam,?? ???? (????? ????) ????? ???????! ????????? *?????*???# ??????
Spam,"নভেম্বর২৪
রিচার্জঃ 592.00৳ 
খরচঃ
ভয়েসঃ 96.10৳ 
ডাটাঃ 430.00৳ 
অন্যান্যঃ 254.53৳"
Spam,মেঘের কোলে রোদ গানটি Goongoon সেট করতে ডায়াল *28466*572# @১৪tk
